6656,Braunoder,Matthias Braunoder,C,M;C,1,1,1,1,Como,1,1,destro,Austria,27/03/2002 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/6656.png?v=334,1,0.0,0.0
6676,Engelhardt,Yannik Engelhardt,C,M;C,2,2,2,2,Como,3,3,destro,Germania,07/02/2001 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/6676.png?v=334,0,0.0,0.0
6151,Perrone,Maximo Perrone,C,M;C,8,8,9,9,Como,19,21,sinistro,Argentina,07/01/2003 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/6151.png?v=334,0,0.0,0.0
4284,Sergi Roberto,Sergi Roberto,C,M;C,4,4,4,4,Como,8,8,destro,Spagna,07/02/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/4284.png?v=334,0,0.0,0.0
5036,Caqueret,Maxence Caqueret,C,C;T,12,12,12,12,Como,21,21,destro,Francia,15/02/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/5036.png?v=334,0,0.0,0.0
5559,Da Cunha,Lucas Da Cunha,C,C;W;T,12,12,13,13,Como,33,36,sinistro,Francia;Portogallo,09/06/2001 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/5559.png?v=334,0,0.0,0.0
4486,Strefezza,Gabriel Strefezza,C,W,14,14,13,13,Como,22,22,destro,Brasile;Italia,18/04/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/4486.png?v=334,1,0.0,0.0
2553,Alli,Dele Alli,C,T,1,1,1,1,Como,1,1,destro,Inghilterra;Nigeria,11/04/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/2553.png?v=334,0,0.0,0.0
7126,Baturina,Martin Baturina,C,T,9,9,8,8,Como,28,25,destro,Croazia,16/02/2003 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/7126.png?v=334,0,0.0,0.0
6875,Paz N.,Nico Paz,C,T;A,20,20,20,20,Como,124,124,sinistro,Argentina;Spagna,08/09/2004 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/6875.png?v=334,0,0.0,0.0
7127,Addai,Jayden Addai,A,W;A,7,7,7,7,Como,18,21,sinistro,Olanda;Ghana,26/08/2005 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/7127.png?v=334,0,0.0,0.0
6967,Diao,Assane Diao,A,W;A,17,17,18,18,Como,95,99,destro,Spagna;Senegal,07/09/2005 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/6967.png?v=334,0,0.0,0.0
7128,Kuhn,Nicolas Kuhn,A,W;A,14,14,15,15,Como,39,42,sinistro,Germania,01/01/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/7128.png?v=334,0,0.0,0.0
7129,Rodriguez Je.,Jesus Rodriguez,A,W;A,5,5,5,5,Como,16,16,destro,Spagna,21/11/2005 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/7129.png?v=334,0,0.0,0.0
7027,Azon,Ivan Azon,A,Pc,1,1,1,1,Como,5,3,destro,Spagna,24/12/2002 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/7027.png?v=334,0,0.0,0.0
2155,Cutrone,Patrick Cutrone,A,Pc,10,10,10,10,Como,13,10,destro,Italia,03/01/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/2155.png?v=334,0,0.0,0.0
7017,Douvikas,Anastasios Douvikas,A,Pc,8,8,7,7,Como,20,17,destro,Grecia,02/08/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/7017.png?v=334,0,0.0,0.0
6657,Gabrielloni,Alessandro Gabrielloni,A,Pc,1,1,1,1,Como,1,1,destro,Italia,10/07/1994 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/6657.png?v=334,0,0.0,0.0
761,Audero,Emil Audero,P,Por,5,5,5,5,Cremonese,12,12,destro,Italia;Indonesia,18/01/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/761.png?v=334,0,6.5,5.5
6505,Nava,Lapo Nava,P,Por,1,1,1,1,Cremonese,1,1,destro,Italia,22/01/2004 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/6505.png?v=334,0,0.0,0.0
612,Bianchetti,Matteo Bianchetti,D,Dc,3,3,3,3,Cremonese,4,4,destro,Italia,17/03/1993 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/612.png?v=334,0,6.5,6.5
7130,Folino,Francesco Folino,D,Dc,4,4,4,4,Cremonese,9,9,destro,Italia,23/01/2002 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/7130.png?v=334,0,0.0,0.0
5860,Ravanelli,Luca Ravanelli,D,Dc,2,2,2,2,Cremonese,3,3,destro,Italia,06/01/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/5860.png?v=334,1,0.0,0.0
1891,Ceccherini,Federico Ceccherini,D,Dd;Dc,4,4,4,4,Cremonese,11,12,destro,Italia,11/05/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/1891.png?v=334,0,0.0,0.0
7131,Floriani Mussolini,Romano Floriani Mussolini,D,Dd;E,5,5,5,5,Cremonese,11,11,destro,Italia,27/01/2003 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/7131.png?v=334,0,0.0,0.0
6231,Azzi,Paulo Azzi,D,Ds;E,3,3,3,3,Cremonese,7,7,destro,Brasile;Italia,15/07/1994 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/6231.png?v=334,1,0.0,0.0
770,Pezzella Giu.,Giuseppe Pezzella,D,Ds;E,5,5,5,5,Cremonese,13,13,sinistro,Italia,29/11/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/770.png?v=334,0,6.5,7.5
5891,Quagliata,Giacomo Quagliata,D,Ds;E,1,1,1,1,Cremonese,2,2,sinistro,Italia,19/02/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/5891.png?v=334,1,0.0,0.0
6013,Barbieri,Tommaso Barbieri,D,Dd;Ds;E,3,3,4,4,Cremonese,8,9,destro,Italia,26/08/2002 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/6013.png?v=334,0,0.0,0.0
2847,Sernicola,Leonardo Sernicola,D,Dd;Ds;E,1,1,1,1,Cremonese,2,2,destro,Italia,30/07/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/2847.png?v=334,0,0.0,0.0
5863,Castagnetti,Michele Castagnetti,C,M;C,3,3,3,3,Cremonese,5,5,sinistro,Italia,27/12/1989 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/5863.png?v=334,0,0.0,0.0
7132,Collocolo,Michele Collocolo,C,M;C,8,8,9,9,Cremonese,23,28,destro,Italia,08/11/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/7132.png?v=334,0,6.5,6.5
27,Grassi,Alberto Grassi,C,M;C,4,4,4,4,Cremonese,9,10,destro,Italia,07/03/1995 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/27.png?v=334,0,5.5,5.0
5857,Pickel,Charles Pickel,C,M;C,2,2,2,2,Cremonese,3,3,destro,Svizzera;Repubblica Democratica del Congo,15/05/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/5857.png?v=334,0,0.0,0.0
2274,Valoti,Mattia Valoti,C,C;T,7,7,7,7,Cremonese,9,9,destro,Italia,06/09/1993 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/2274.png?v=334,0,0.0,0.0
2842,Zanimacchia,Luca Zanimacchia,C,W,5,5,4,4,Cremonese,5,5,destro,Italia,19/07/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/2842.png?v=334,1,0.0,0.0
7133,Vandeputte,Jari Vandeputte,C,W;T,12,12,12,12,Cremonese,36,36,destro,Belgio,14/02/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/7133.png?v=334,0,6.0,6.0
449,Vazquez,Franco Vazquez,C,T;A,10,10,10,10,Cremonese,30,30,sinistro,Italia;Spagna,22/02/1989 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/449.png?v=334,0,0.0,0.0
5496,Johnsen,Dennis Johnsen,A,A,7,7,7,7,Cremonese,12,12,destro,Norvegia,17/02/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/5496.png?v=334,0,0.0,0.0
505,Bonazzoli,Federico Bonazzoli,A,A,1,1,1,1,Cremonese,1,1,sinistro,Italia,21/05/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/505.png?v=334,0,7.5,10.5
5515,Okereke,David Okereke,A,A,5,5,5,5,Cremonese,7,7,destro,Nigeria,29/08/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/20/card/5515.png?v=334,0,6.0,6.0
